,,Danseur:mainD11,,,Danseur:mainD12,,,Danseur:mainD13,,,Danseur:tete1,,,Danseur:tete2,,,Danseur:tete3,,,Danseur:tete4,,,Danseur:epaules1,,,Danseur:epaules2,,,Danseur:epaules3,,,Danseur:epaules4,,,Danseur:brasD2,,,Danseur:brasD3,,,Danseur:colonne2,,,Danseur:colonne3,,,Danseur:colonne4,,,Danseur:homoplateD1,,,Danseur:piedD1,,,Danseur:piedD2,,,Danseur:piedD3,,,Danseur:piedG1,,,Danseur:piedG2,,,Danseur:piedG3,,,Danseur:mainG1,,,Danseur:mainG2,,,Danseur:mainG3,,,Danseur:avantbrasG1,,,Danseur:brasG2,,,Danseur:bassin1,,,Danseur:bassin4,,,Danseur:sternum1,,,Danseur:molletD1,,,Danseur:molletG1,,,Danseur:cuisseG1,,,Danseur:cuisseG2,,,Danseur:cuisseD1,,,Danseur:cuisseD21,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
516,0,692.254,71.2846,1061.16,774.249,82.0822,1030.89,703.916,12.0626,1024.29,209.636,-177.385,1565.27,65.6727,-176.111,1570.01,97.0597,21.8731,1606.31,189.8,4.74292,1588.66,286.083,-132.524,1376.1,136.949,-45.9552,1326.49,-20.726,-129.815,1379.59,141.295,-165.287,1395.38,458.347,-117.62,1206.21,531.22,-73.5108,1169.89,144.095,-200.894,1133.9,114.755,-176.725,1007.45,197.267,-178.208,1003.6,240.472,-222.023,1287.34,252.491,-1.31152,65.9825,283.907,-134.922,113.872,241.383,-187.907,96.6072,-3.23386,-133.385,110.311,43.5899,-174.683,84.3164,45.3122,9.74454,68.488,-20.3513,20.6206,834.579,-74.5031,-23.6773,816.897,-47.8426,44.363,774.617,-91.3054,-66.1159,1050.74,-83.5425,-110.111,1271.95,47.1995,0.017139,960.355,258.208,-8.76109,975.366,149.333,21.4668,1195.04,295.455,-122.89,464.19,-14.7812,-123.215,475.133,-31.8018,-76.7776,824.119,-17.8216,-75.3917,615.455,327.959,-96.1241,839.665,318.651,-55.4463,714.734
517,0,692.247,71.2937,1061.19,774.271,82.1364,1030.93,703.923,12.1394,1024.32,209.695,-177.348,1565.24,65.656,-176.284,1570.1,97.1052,21.8607,1606.32,189.854,4.76866,1588.68,286.095,-132.545,1376.1,136.933,-46.0215,1326.49,-20.7383,-129.889,1379.59,141.331,-165.342,1395.4,458.366,-117.61,1206.22,531.237,-73.5032,1169.91,144.107,-200.913,1133.92,114.781,-176.735,1007.46,197.305,-178.185,1003.57,240.482,-222.047,1287.32,252.482,-1.3403,65.9971,283.909,-134.944,113.853,241.412,-187.953,96.6374,-3.22036,-133.402,110.318,43.6036,-174.68,84.3031,45.3196,9.73851,68.4961,-20.2995,20.6474,834.587,-74.4664,-23.6565,816.902,-47.7852,44.4351,774.651,-91.2929,-66.1115,1050.76,-83.5398,-110.112,1271.95,47.2136,-0.0336337,960.346,258.211,-8.81079,975.403,149.33,21.3854,1195.02,295.473,-122.878,464.209,-14.7601,-123.227,475.136,-31.7597,-76.7747,824.097,-17.7903,-75.4281,615.46,327.983,-96.1279,839.657,318.677,-55.4483,714.736
518,0,692.258,71.3308,1061.22,774.275,82.2005,1030.96,703.917,12.1559,1024.35,209.745,-177.425,1565.24,65.7152,-176.262,1570.12,97.1444,21.83,1606.31,189.899,4.69117,1588.65,286.083,-132.552,1376.11,136.932,-46.0436,1326.52,-20.7246,-129.929,1379.6,141.343,-165.38,1395.39,458.373,-117.627,1206.23,531.253,-73.4918,1169.94,144.141,-200.928,1133.92,114.795,-176.773,1007.45,197.333,-178.255,1003.6,240.501,-222.077,1287.32,252.48,-1.34348,66.0115,283.899,-134.947,113.867,241.408,-187.925,96.626,-3.21998,-133.379,110.307,43.5903,-174.672,84.2752,45.3237,9.74269,68.4872,-20.2371,20.6772,834.617,-74.4198,-23.6292,816.894,-47.7124,44.4096,774.642,-91.2616,-66.1183,1050.77,-83.5296,-110.177,1271.95,47.2423,-0.0565279,960.354,258.225,-8.84686,975.39,149.308,21.4375,1195.08,295.498,-122.925,464.194,-14.7455,-123.248,475.121,-32.5532,-76.3363,824.246,-17.7502,-75.4694,615.484,328.015,-96.138,839.652,318.675,-55.4869,714.734
519,0,692.245,71.3591,1061.26,774.25,82.2427,1031,703.943,12.2671,1024.35,209.756,-177.424,1565.26,65.7568,-176.276,1570.15,97.1922,21.7991,1606.29,189.952,4.75112,1588.65,286.089,-132.574,1376.11,136.938,-46.0895,1326.51,-20.7325,-129.994,1379.61,141.325,-165.417,1395.41,458.375,-117.605,1206.23,531.257,-73.4953,1169.95,144.167,-200.937,1133.91,114.85,-176.86,1007.48,197.353,-178.286,1003.63,240.516,-222.046,1287.33,252.476,-1.35008,66.0175,283.891,-134.933,113.842,241.379,-187.89,96.5808,-3.22307,-133.396,110.322,43.5922,-174.732,84.2944,45.3294,9.75492,68.5038,-20.177,20.7093,834.634,-74.3733,-23.6518,816.954,-47.63,44.4653,774.654,-91.236,-66.1383,1050.78,-83.5307,-110.163,1271.96,47.2591,-0.0971248,960.363,258.251,-8.88241,975.414,149.324,21.319,1195.05,295.525,-122.907,464.179,-14.7321,-123.283,475.141,-32.4684,-76.3556,824.212,-17.7331,-75.4909,615.456,328.042,-96.1768,839.643,318.714,-55.4961,714.754
520,0,692.22,71.4091,1061.29,774.209,82.3219,1031.01,703.905,12.3125,1024.37,209.773,-177.486,1565.24,65.7283,-176.344,1570.2,97.2388,21.8049,1606.29,189.999,4.68976,1588.62,286.071,-132.619,1376.14,136.927,-46.1209,1326.5,-20.7451,-130.019,1379.6,141.33,-165.426,1395.4,458.355,-117.621,1206.24,531.248,-73.4714,1169.95,144.152,-200.968,1133.92,114.901,-176.818,1007.46,197.393,-178.346,1003.63,240.504,-222.109,1287.34,252.482,-1.32459,65.9855,283.902,-134.937,113.848,241.392,-187.944,96.6212,-3.20772,-133.405,110.318,43.6337,-174.684,84.3023,45.3247,9.72693,68.4924,-20.1102,20.744,834.66,-74.3284,-23.5878,816.969,-47.5525,44.4677,774.659,-91.1962,-66.1434,1050.78,-83.5241,-110.213,1271.94,47.2903,-0.162631,960.334,258.297,-8.86855,975.458,149.304,21.362,1195.12,295.538,-122.887,464.182,-14.7093,-123.321,475.133,-32.3877,-76.4828,824.23,-17.714,-75.525,615.477,328.054,-96.1913,839.639,318.747,-55.561,714.732
521,0,692.197,71.4831,1061.29,774.185,82.3671,1031.03,703.905,12.3278,1024.4,209.782,-177.413,1565.22,65.7861,-176.358,1570.25,97.3006,21.758,1606.26,190.054,4.66398,1588.58,286.072,-132.638,1376.14,136.908,-46.1221,1326.54,-20.7531,-130.062,1379.61,141.307,-165.521,1395.43,458.342,-117.611,1206.25,531.246,-73.4593,1169.98,144.172,-200.961,1133.91,114.901,-176.96,1007.48,197.41,-178.334,1003.6,240.507,-222.142,1287.33,252.487,-1.34323,66.0079,283.896,-134.926,113.86,241.396,-187.929,96.6249,-3.20114,-133.387,110.326,43.6152,-174.718,84.3211,45.3157,9.72927,68.5079,-20.0429,20.7557,834.682,-74.2692,-23.5761,816.975,-47.4801,44.4798,774.695,-91.1713,-66.1344,1050.81,-83.527,-110.26,1271.94,47.3125,-0.151306,960.368,258.298,-8.93642,975.461,149.274,21.2975,1195.11,295.544,-122.829,464.175,-14.6793,-123.33,475.126,-32.4404,-76.4689,824.232,-17.6989,-75.5719,615.464,328.102,-96.2635,839.635,318.811,-55.5461,714.766
522,0,692.157,71.5197,1061.33,774.155,82.416,1031.07,703.869,12.3599,1024.42,209.852,-177.548,1565.24,65.7343,-176.428,1570.32,97.3548,21.7996,1606.27,190.081,4.6326,1588.51,286.061,-132.635,1376.15,136.895,-46.2139,1326.53,-20.7849,-130.106,1379.61,141.277,-165.532,1395.43,458.35,-117.618,1206.26,531.224,-73.4732,1170.01,144.17,-201.059,1133.93,114.935,-176.958,1007.49,197.45,-178.36,1003.58,240.492,-222.173,1287.38,252.48,-1.32756,66.0152,283.893,-134.92,113.855,241.393,-187.939,96.6421,-3.20508,-133.398,110.324,43.6503,-174.723,84.3833,45.3143,9.7563,68.5038,-19.9895,20.7561,834.693,-74.1841,-23.5628,816.995,-47.4044,44.5392,774.709,-91.1414,-66.1346,1050.79,-83.5034,-110.282,1271.95,47.3333,-0.210044,960.341,258.301,-8.97986,975.479,149.25,21.283,1195.12,295.57,-122.851,464.175,-14.6659,-123.334,475.143,-31.6508,-77.0755,824.172,-17.6792,-75.5473,615.486,328.132,-96.2608,839.647,318.822,-55.5874,714.76
523,0,692.138,71.5292,1061.36,774.118,82.4479,1031.07,703.839,12.3772,1024.43,209.807,-177.572,1565.25,65.7763,-176.446,1570.41,97.4377,21.8168,1606.28,190.132,4.62277,1588.47,286.055,-132.655,1376.18,136.854,-46.2658,1326.53,-20.7949,-130.156,1379.63,141.264,-165.551,1395.42,458.318,-117.622,1206.29,531.211,-73.4754,1170.02,144.203,-201.095,1133.97,114.989,-177.062,1007.51,197.492,-178.461,1003.63,240.501,-222.18,1287.37,252.478,-1.34601,66.0225,283.905,-134.933,113.836,241.398,-187.944,96.6395,-3.19505,-133.395,110.324,43.6257,-174.768,84.3573,45.3218,9.74915,68.4909,-19.9236,20.7812,834.73,-74.1116,-23.5518,817.011,-47.3232,44.5272,774.679,-91.1157,-66.1574,1050.79,-83.522,-110.305,1271.93,47.3497,-0.264498,960.37,258.322,-9.03791,975.502,149.236,21.3008,1195.18,295.605,-122.836,464.171,-14.6491,-123.361,475.148,-31.5969,-77.1013,824.166,-17.6593,-75.6188,615.486,328.145,-96.324,839.65,318.861,-55.5919,714.778
524,0,692.209,71.543,1061.36,774.088,82.4605,1031.1,703.79,12.4095,1024.43,209.82,-177.577,1565.23,64.0189,-180.586,1571.58,97.4861,21.8082,1606.26,190.154,4.63307,1588.46,286.047,-132.654,1376.2,136.859,-46.3273,1326.56,-20.821,-130.142,1379.62,141.253,-165.561,1395.42,458.323,-117.597,1206.31,531.196,-73.4664,1170.04,144.23,-201.091,1133.96,115.02,-177.059,1007.47,197.504,-178.516,1003.63,240.5,-222.187,1287.39,252.472,-1.34263,66.012,283.913,-134.935,113.834,241.393,-187.942,96.6409,-3.19948,-133.384,110.323,43.6556,-174.661,84.2363,45.3212,9.73996,68.4902,-19.8491,20.7943,834.741,-74.0351,-23.5313,817,-47.2373,44.5691,774.708,-91.0831,-66.1698,1050.79,-83.5442,-110.333,1271.93,47.3744,-0.305902,960.394,258.339,-9.02381,975.543,149.215,21.3023,1195.19,295.626,-122.844,464.173,-14.6344,-123.371,475.142,-31.5537,-77.1134,824.144,-17.6235,-75.6316,615.493,328.192,-96.3405,839.648,318.883,-55.5858,714.784
525,0,692.165,71.5587,1061.37,774.046,82.4854,1031.12,703.752,12.4302,1024.44,209.86,-177.641,1565.26,64.0846,-180.517,1571.59,97.5265,21.802,1606.25,190.224,4.63609,1588.42,286.026,-132.685,1376.21,136.838,-46.39,1326.56,-20.8452,-130.233,1379.64,141.213,-165.579,1395.42,458.265,-117.589,1206.29,531.155,-73.4214,1170.02,144.235,-201.185,1134.04,115.05,-177.137,1007.47,197.55,-178.536,1003.63,240.502,-222.255,1287.44,252.464,-1.34762,65.9949,283.922,-134.919,113.834,241.41,-187.87,96.5697,-3.18988,-133.394,110.343,43.6269,-174.691,84.3021,45.3295,9.74917,68.4972,-19.7846,20.8411,834.772,-73.9848,-23.5285,816.995,-47.1433,44.5701,774.713,-91.031,-66.2183,1050.79,-83.5328,-110.369,1271.94,47.4084,-0.398181,960.418,258.357,-9.08811,975.575,149.19,21.3164,1195.23,295.643,-122.823,464.176,-14.6216,-123.386,475.151,-32.2813,-76.6544,824.224,-17.6102,-75.6484,615.509,328.228,-96.3526,839.651,318.892,-55.5895,714.781
526,0,692.134,71.5709,1061.4,774.012,82.4871,1031.12,703.716,12.4052,1024.45,209.835,-177.622,1565.22,64.0628,-180.581,1571.67,97.5729,21.8487,1606.21,190.234,4.62904,1588.39,286.015,-132.706,1376.25,136.809,-46.381,1326.56,-20.8762,-130.26,1379.64,141.224,-165.688,1395.48,458.269,-117.597,1206.33,531.119,-73.391,1170.02,144.242,-201.211,1134.03,115.073,-177.19,1007.47,197.588,-178.548,1003.59,240.515,-222.293,1287.47,252.486,-1.35723,66.0133,283.909,-134.93,113.837,241.397,-187.962,96.6336,-3.20384,-133.39,110.33,43.6582,-174.66,84.2564,45.339,9.7564,68.4847,-19.7112,20.807,834.789,-73.9133,-23.5322,816.997,-47.0593,44.5463,774.719,-91.0067,-66.2464,1050.78,-83.5391,-110.42,1271.92,47.4206,-0.434411,960.417,258.374,-9.12925,975.609,149.135,21.2624,1195.24,295.654,-122.795,464.181,-14.5918,-123.365,475.15,-32.2153,-76.8028,824.251,-17.5613,-75.6918,615.511,328.249,-96.3939,839.648,318.919,-55.6077,714.805
527,0,692.107,71.6084,1061.39,773.977,82.4996,1031.12,703.681,12.4276,1024.45,209.878,-177.677,1565.25,64.1424,-180.358,1571.59,97.6169,21.869,1606.2,190.27,4.6328,1588.37,285.993,-132.692,1376.27,136.782,-46.4474,1326.56,-20.8858,-130.244,1379.64,141.189,-165.704,1395.51,458.235,-117.59,1206.35,531.099,-73.3912,1170.04,144.264,-201.246,1134.04,115.117,-177.206,1007.48,197.601,-178.596,1003.61,240.491,-222.266,1287.46,252.471,-1.35848,66.0053,283.908,-134.913,113.843,241.391,-187.99,96.6284,-3.16264,-133.377,110.327,43.6557,-174.678,84.322,45.3145,9.73087,68.509,-19.6397,20.8223,834.813,-73.8371,-23.5239,817.011,-46.9807,44.5455,774.738,-90.9931,-66.2653,1050.78,-83.5524,-110.372,1271.89,47.4314,-0.46128,960.442,258.376,-9.21691,975.61,149.105,21.1706,1195.22,295.672,-122.761,464.175,-14.5632,-123.382,475.135,-32.1217,-76.8448,824.234,-17.5525,-75.6924,615.498,328.281,-96.4335,839.653,318.937,-55.6217,714.807
528,0,692.077,71.6322,1061.4,773.934,82.5102,1031.1,703.642,12.4472,1024.47,209.875,-177.671,1565.23,64.0345,-180.56,1571.68,97.6228,21.8162,1606.16,190.279,4.64301,1588.32,285.969,-132.711,1376.26,136.732,-46.4426,1326.56,-20.9277,-130.346,1379.65,141.175,-165.693,1395.5,458.236,-117.572,1206.36,531.073,-73.3749,1170.06,144.261,-201.275,1134.05,115.139,-177.269,1007.46,197.642,-178.643,1003.59,240.485,-222.318,1287.49,252.474,-1.34311,66.0242,283.906,-134.939,113.817,241.41,-187.989,96.662,-3.1869,-133.39,110.347,43.6615,-174.724,84.3414,45.3252,9.73549,68.4847,-19.584,20.8016,834.843,-73.7787,-23.5226,816.99,-46.8701,44.4971,774.738,-90.9471,-66.2918,1050.79,-83.5614,-110.412,1271.88,47.4295,-0.497654,960.457,258.372,-9.24255,975.657,149.072,21.154,1195.22,295.683,-122.753,464.166,-14.5608,-123.411,475.171,-32.0512,-76.8609,824.208,-17.5262,-75.6832,615.508,328.295,-96.4452,839.645,318.962,-55.6389,714.818
529,0,692.038,71.64,1061.37,773.898,82.5641,1031.1,703.63,12.4408,1024.49,209.859,-177.741,1565.3,63.8754,-180.918,1571.8,97.6539,21.8636,1606.17,190.306,4.65636,1588.31,285.961,-132.753,1376.27,136.703,-46.5145,1326.57,-20.9725,-130.393,1379.67,141.129,-165.798,1395.52,458.232,-117.614,1206.39,531.07,-73.3832,1170.09,144.261,-201.325,1134.02,115.184,-177.324,1007.45,197.678,-178.751,1003.6,240.488,-222.337,1287.48,252.476,-1.37511,66.0056,283.897,-134.929,113.815,241.383,-187.915,96.5817,-3.15073,-133.356,110.343,43.6631,-174.654,84.2477,45.3364,9.75395,68.4959,-19.5047,20.7681,834.824,-73.7082,-23.5728,817.009,-46.7745,44.4617,774.754,-90.9311,-66.2996,1050.79,-83.576,-110.447,1271.89,47.4458,-0.538009,960.458,258.389,-9.26619,975.688,149.051,21.1193,1195.25,295.71,-122.742,464.167,-14.5463,-123.421,475.17,-32.0003,-76.939,824.219,-17.5026,-75.7535,615.537,328.326,-96.4792,839.647,318.983,-55.6596,714.81
530,0,691.99,71.6676,1061.38,773.853,82.5548,1031.09,703.6,12.4461,1024.49,209.853,-177.691,1565.25,63.7827,-181.068,1571.85,97.665,21.851,1606.13,190.324,4.69114,1588.31,285.947,-132.776,1376.29,136.687,-46.5365,1326.56,-20.99,-130.399,1379.68,141.125,-165.765,1395.5,458.224,-117.533,1206.36,531.05,-73.3656,1170.08,144.242,-201.378,1134.06,115.203,-177.412,1007.46,197.711,-178.765,1003.59,240.47,-222.39,1287.51,252.46,-1.36447,66.013,283.911,-134.933,113.822,241.407,-187.917,96.5614,-3.15583,-133.365,110.342,43.6787,-174.701,84.2757,45.34,9.73694,68.5101,-19.4374,20.7733,834.852,-73.6365,-23.6187,817.018,-46.6829,44.4065,774.749,-90.9151,-66.3141,1050.78,-83.5947,-110.455,1271.9,47.4552,-0.665663,960.467,258.342,-9.36091,975.704,149.001,21.0467,1195.24,295.703,-122.762,464.174,-14.5345,-123.433,475.185,-31.9993,-76.9506,824.216,-17.5072,-75.7752,615.539,328.356,-96.5201,839.646,319.008,-55.682,714.826
531,0,691.956,71.6883,1061.36,773.821,82.5908,1031.1,703.578,12.4559,1024.5,209.861,-177.676,1565.27,63.7535,-180.907,1571.79,97.6426,21.8673,1606.11,190.282,4.59689,1588.23,285.95,-132.787,1376.31,136.657,-46.5422,1326.56,-21.014,-130.443,1379.69,141.097,-165.796,1395.52,458.219,-117.518,1206.37,531.014,-73.3255,1170.12,144.255,-201.423,1134.05,115.218,-177.419,1007.45,197.748,-178.798,1003.61,240.467,-222.37,1287.51,252.486,-1.35086,66.0105,283.922,-134.926,113.83,241.433,-187.931,96.5702,-3.16595,-133.38,110.367,43.6843,-174.689,84.2951,45.3396,9.76392,68.5128,-19.3686,20.7261,834.882,-73.5861,-23.6397,817.023,-46.5821,44.3581,774.752,-90.8766,-66.3749,1050.79,-83.5952,-110.493,1271.9,47.4635,-0.692242,960.469,258.368,-9.40736,975.708,148.991,21.0533,1195.29,295.725,-122.76,464.175,-14.5099,-123.444,475.189,-32.0001,-77.0116,824.257,-17.4964,-75.7813,615.554,328.374,-96.5064,839.664,319.03,-55.6871,714.851
532,0,691.921,71.7093,1061.38,773.782,82.5943,1031.09,703.544,12.4802,1024.49,209.824,-177.659,1565.27,63.6463,-181.125,1571.87,97.637,21.9203,1606.08,190.275,4.68853,1588.24,285.926,-132.787,1376.33,136.639,-46.5922,1326.6,-21.0355,-130.456,1379.69,141.076,-165.827,1395.54,458.199,-117.536,1206.42,531.008,-73.3402,1170.14,144.244,-201.453,1134.08,115.251,-177.438,1007.43,197.791,-178.767,1003.58,240.482,-222.438,1287.55,252.493,-1.35269,66.0252,283.926,-134.927,113.803,241.414,-187.979,96.6612,-3.1574,-133.378,110.361,43.6843,-174.673,84.297,45.3231,9.75267,68.5042,-19.309,20.7377,834.91,-73.5221,-23.6942,817.024,-46.4957,44.3234,774.752,-90.8826,-66.3915,1050.8,-83.6187,-110.534,1271.93,47.4897,-0.769764,960.445,258.368,-9.42356,975.725,148.95,21.0631,1195.32,295.74,-122.749,464.171,-14.5009,-123.424,475.175,-32.0015,-77.018,824.221,-17.49,-75.8129,615.556,328.407,-96.5213,839.658,319.036,-55.6826,714.841
533,0,691.902,71.6882,1061.39,773.756,82.611,1031.07,703.512,12.4499,1024.52,209.805,-177.627,1565.27,63.5345,-181.409,1571.99,97.6147,21.9228,1606.05,190.236,4.70228,1588.22,285.91,-132.809,1376.34,136.589,-46.6247,1326.59,-21.0694,-130.48,1379.7,141.064,-165.868,1395.54,458.181,-117.529,1206.44,530.979,-73.3156,1170.15,144.261,-201.441,1134.06,115.25,-177.474,1007.43,197.789,-178.863,1003.61,240.463,-222.486,1287.59,252.476,-1.36043,66.0019,283.927,-134.924,113.822,241.432,-187.92,96.5721,-3.1284,-133.357,110.347,43.6843,-174.735,84.3354,45.3242,9.74423,68.5049,-19.2783,20.7041,834.93,-73.4941,-23.7258,817.033,-46.4376,44.2982,774.761,-90.8772,-66.4106,1050.79,-83.6185,-110.626,1271.96,47.4889,-0.748411,960.491,258.406,-9.34222,975.781,148.926,21.0255,1195.32,295.757,-122.763,464.158,-14.4971,-123.441,475.181,-31.9753,-77.0401,824.248,-17.4391,-75.827,615.546,328.416,-96.5583,839.653,319.036,-55.7186,714.842
534,0,691.869,71.7197,1061.41,773.724,82.6214,1031.07,703.468,12.4723,1024.54,209.794,-177.664,1565.28,63.537,-181.288,1571.97,97.589,21.9709,1606.02,190.238,4.6835,1588.2,285.883,-132.812,1376.35,136.567,-46.6729,1326.59,-21.102,-130.508,1379.7,141.042,-165.95,1395.58,458.158,-117.487,1206.46,530.956,-73.2876,1170.17,144.265,-201.455,1134.08,115.282,-177.532,1007.43,197.829,-178.883,1003.61,240.456,-222.479,1287.6,252.458,-1.3523,66.0319,283.912,-134.927,113.814,241.415,-187.931,96.5878,-3.12583,-133.362,110.335,43.6652,-174.716,84.3126,45.3397,9.74066,68.4886,-19.2349,20.6788,834.936,-73.4553,-23.7648,817.043,-46.3752,44.2326,774.77,-90.8663,-66.4625,1050.81,-83.6254,-110.648,1271.94,47.4935,-0.787699,960.483,258.377,-9.43826,975.762,148.892,21.0398,1195.37,295.765,-122.754,464.189,-14.4651,-123.439,475.182,-31.9394,-77.083,824.24,-17.4545,-75.8705,615.557,328.435,-96.5413,839.657,319.059,-55.7285,714.846
535,0,691.857,71.6955,1061.43,773.715,82.5818,1031.1,703.441,12.4903,1024.55,209.785,-177.6,1565.31,63.5122,-181.281,1571.95,97.5825,21.9788,1606,190.176,4.69238,1588.14,285.863,-132.829,1376.38,136.539,-46.6271,1326.63,-21.1428,-130.517,1379.73,141.02,-165.949,1395.55,458.132,-117.528,1206.49,530.921,-73.3157,1170.19,144.277,-201.455,1134.09,115.287,-177.544,1007.42,197.856,-178.906,1003.61,240.42,-222.48,1287.63,252.465,-1.37353,66.0015,283.909,-134.918,113.818,241.452,-187.927,96.605,-3.13267,-133.37,110.34,43.6911,-174.751,84.3419,45.3272,9.75612,68.4883,-19.1854,20.6421,834.953,-73.044,-24.3264,817.299,-46.3373,44.2419,774.826,-90.8647,-66.4757,1050.82,-83.6469,-110.63,1271.97,47.4961,-0.842247,960.464,258.394,-9.46633,975.772,148.887,20.9957,1195.38,295.763,-122.753,464.192,-14.4416,-123.484,475.203,-31.9577,-77.1066,824.231,-17.4427,-75.8718,615.56,328.462,-96.6102,839.665,319.085,-55.7288,714.855
536,0,691.836,71.6688,1061.45,773.706,82.6,1031.13,703.381,12.5007,1024.57,209.73,-177.563,1565.28,63.4113,-181.414,1572.04,97.5377,21.977,1605.96,190.146,4.67656,1588.1,285.829,-132.849,1376.38,136.525,-46.6746,1326.6,-21.1855,-130.508,1379.74,140.995,-165.965,1395.54,458.114,-117.501,1206.51,530.898,-73.3008,1170.19,144.25,-201.494,1134.1,115.318,-177.596,1007.45,197.87,-178.961,1003.61,240.423,-222.493,1287.62,252.464,-1.37372,66.0399,283.922,-134.914,113.822,241.434,-187.962,96.6243,-3.11541,-133.365,110.333,43.6918,-174.715,84.3056,45.321,9.73716,68.4987,-19.1466,20.613,834.972,-73.3181,-23.93,817.068,-46.2526,44.1138,774.81,-90.8735,-66.4649,1050.81,-83.6629,-110.628,1271.98,47.5264,-0.852947,960.484,258.421,-9.47452,975.791,148.869,20.9841,1195.39,295.767,-122.77,464.163,-14.451,-123.486,475.195,-32.0248,-77.1371,824.262,-17.4103,-75.891,615.546,328.483,-96.5956,839.673,319.085,-55.7833,714.848
537,0,691.736,71.7175,1061.5,773.68,82.5848,1031.16,703.375,12.4849,1024.56,209.652,-177.418,1565.25,63.38,-181.464,1572.08,97.5013,22.0088,1605.97,190.123,4.72594,1588.1,285.827,-132.843,1376.43,136.501,-46.6825,1326.62,-21.2101,-130.517,1379.75,140.959,-165.959,1395.54,458.085,-117.478,1206.5,530.873,-73.3565,1170.2,144.273,-201.471,1134.09,115.313,-177.631,1007.44,197.89,-178.982,1003.62,240.42,-222.503,1287.65,252.474,-1.37231,66.0263,283.934,-134.94,113.81,241.424,-187.946,96.6269,-3.12779,-133.367,110.345,43.707,-174.706,84.3267,45.3274,9.74075,68.489,-19.125,20.5541,834.995,-73.2636,-24.011,817.1,-46.2235,44.1128,774.859,-90.876,-66.5116,1050.83,-83.7081,-110.65,1271.99,47.521,-0.906497,960.46,258.368,-9.49807,975.827,148.853,20.9273,1195.39,295.773,-122.808,464.176,-14.4299,-123.491,475.206,-32.0486,-77.1266,824.268,-17.4214,-75.9479,615.575,328.494,-96.6363,839.65,319.103,-55.7661,714.855
538,0,691.678,71.7309,1061.52,773.644,82.5897,1031.2,703.34,12.4916,1024.6,209.636,-177.509,1565.22,63.3666,-181.427,1572.11,97.4754,22.0258,1605.96,190.096,4.72857,1588.09,285.81,-132.84,1376.43,136.486,-46.7039,1326.62,-21.232,-130.496,1379.77,140.936,-165.91,1395.56,458.056,-117.481,1206.48,530.843,-73.3615,1170.2,144.264,-201.518,1134.15,115.334,-177.697,1007.46,197.893,-178.976,1003.62,240.396,-222.544,1287.69,252.476,-1.35833,66.0372,283.925,-134.943,113.823,241.429,-187.936,96.5825,-3.12515,-133.368,110.359,43.7114,-174.684,84.2738,45.3323,9.75412,68.5068,-19.0967,20.4854,834.997,-72.9517,-24.4806,817.306,-46.2049,44.0493,774.849,-90.8813,-66.5161,1050.84,-83.7398,-110.61,1272,47.5108,-0.914302,960.467,258.341,-9.48537,975.822,148.824,20.8039,1195.34,295.762,-122.818,464.183,-14.4338,-123.513,475.199,-32.118,-77.0903,824.278,-17.4066,-75.9372,615.556,328.507,-96.6276,839.68,319.092,-55.7877,714.859
