Trajectories,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,
,,tt Beau Bras:bras1,,,tt Beau Bras:bras2,,,tt Beau Bras:bras3,,,tt Beau Bras:avantbras2,,,tt Beau Bras:avantbras3,,,tt Beau Bras:main2,,,tt Beau Bras:main3,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
596,0,-494.267,-720.209,1384.13,-651.163,-587.781,1179.33,-546.879,-691.47,1215.88,-919.963,-557.83,1207.73,-802.68,-555.671,1170.64,-971.548,-528.459,1208.44,-946.834,-580.325,1247.83
597,0,-498.51,-709.23,1392.59,-659.221,-573.088,1195.59,-553.551,-677.046,1226.34,-927.322,-549.345,1235.41,-811.411,-543.786,1193.82,-978.898,-521.178,1239.76,-951.371,-573.901,1274.7
598,0,-503.192,-698.194,1401.32,-666.808,-558.453,1211.89,-559.859,-662.829,1237.07,-933.246,-540.823,1262.86,-819.445,-530.968,1217.21,-985.041,-513.033,1270.93,-956.003,-568.585,1301.73
599,0,-507.772,-687.225,1410.64,-674.043,-543.371,1228.49,-566.075,-648.713,1248,-937.477,-530.95,1289.7,-826.674,-518.95,1239.95,-990.188,-507.405,1299.53,-959.578,-562.667,1327.29
600,0,-512.535,-676.42,1420.33,-680.827,-529.442,1244.7,-572.214,-634.606,1259.32,-941.426,-523.235,1315.46,-833.473,-508.05,1261.7,-994.444,-500.485,1327.94,-962.255,-556.383,1352.23
601,0,-517.746,-665.382,1430.34,-687.539,-516.385,1260.29,-578.163,-620.49,1271.19,-945.289,-516.079,1339.86,-839.782,-496.924,1282.99,-997.986,-494.001,1355.15,-964.581,-550.468,1376.27
602,0,-523.392,-653.913,1440.47,-694.195,-502.706,1275.64,-583.983,-606.104,1283.52,-948.781,-508.768,1363.11,-845.516,-486.046,1303.53,-1000.98,-487.834,1381.17,-966.544,-544.113,1399.16
603,0,-529.97,-643.309,1450.84,-700.493,-489.064,1290.66,-589.569,-591.781,1295.66,-951.709,-501.873,1385.82,-851.046,-476.102,1322.98,-1003.42,-481.226,1406.19,-968.02,-538.352,1421.33
604,0,-536.039,-631.992,1461.78,-706.978,-475.677,1305.12,-595.244,-577.353,1308.15,-954.374,-494.602,1407.23,-856.582,-465.92,1341.77,-1005.6,-475.138,1430.05,-969.653,-532.577,1442.31
605,0,-543.324,-620.418,1472.16,-713.436,-461.704,1319.31,-601.183,-562.991,1320.34,-956.821,-487.426,1427.79,-861.482,-454.272,1360.58,-1007.2,-468.638,1452.88,-970.486,-526.66,1462.44
606,0,-551.058,-609.74,1482.5,-719.953,-448.057,1332.73,-607.403,-548.339,1332.16,-958.989,-480.118,1447.39,-866.696,-444.405,1377.56,-1008.73,-462.714,1474.36,-971.174,-520.25,1481.58
607,0,-558.898,-598.845,1492.43,-726.736,-434.153,1345.61,-613.725,-533.459,1343.73,-960.969,-473.104,1465.99,-871.677,-434.164,1394.06,-1009.85,-457.03,1494.64,-971.358,-513.555,1499.73
608,0,-566.958,-588.156,1501.54,-733.561,-421.033,1357.25,-620.193,-518.664,1354.76,-962.616,-466.131,1483.36,-876.316,-422.924,1409.98,-1010.86,-450.634,1513.98,-971.728,-506.876,1516.63
609,0,-575.257,-577.489,1509.87,-740.09,-406.766,1369.03,-627.018,-503.871,1364.95,-964.16,-459.179,1499.81,-881.325,-412.933,1424.7,-1011.38,-444.716,1531.89,-971.824,-500.658,1532.45
610,0,-583.929,-567.138,1517.19,-746.879,-393.233,1379.97,-634.307,-489.501,1374.39,-965.693,-451.6,1514.88,-885.917,-402.066,1438.64,-1011.89,-438.942,1548.97,-971.9,-494.346,1546.69
611,0,-592.36,-556.878,1523.34,-753.325,-379.164,1390.55,-641.507,-475.298,1382.88,-967.398,-444.777,1528.66,-890.217,-391.846,1451.89,-1011.89,-432.089,1564.57,-971.986,-487.802,1559.71
612,0,-600.347,-546.896,1528.57,-759.359,-365.655,1400.51,-648.674,-462.199,1390.42,-968.794,-438.532,1541.25,-893.483,-378.637,1465.6,-1012.12,-426.794,1578.58,-971.958,-481.432,1571.27
613,0,-607.228,-537.51,1532.82,-764.995,-353.023,1409.64,-655.468,-449.962,1396.59,-970.024,-430.913,1552.98,-897.495,-369.85,1476.93,-1011.91,-420.983,1591.53,-972.008,-475.367,1581.64
614,0,-613.793,-527.917,1535.9,-770.315,-341.458,1417.92,-662.044,-438.611,1401.55,-971.637,-422.879,1563.99,-900.895,-360.159,1487.52,-1011.6,-414.129,1603.57,-972.389,-468.904,1590.84
615,0,-619.813,-519.361,1537.88,-775.089,-328.757,1426.33,-668.133,-427.658,1405.25,-972.945,-417.013,1573.21,-904.106,-350.947,1497.11,-1011.57,-407.701,1614.21,-972.736,-462.389,1598.91
616,0,-626.619,-515.565,1537.11,-778.408,-315.736,1433.93,-673.546,-417.174,1407.86,-973.581,-408.677,1581.22,-907.646,-343.361,1505.19,-1011.41,-401.268,1623.67,-973.395,-455.85,1605.89
617,0,-630.584,-503.541,1539.22,-782.494,-305.858,1439.91,-679.066,-407.864,1409.46,-974.498,-401.265,1588.49,-909.593,-332.669,1513.42,-1011.38,-395.109,1631.74,-974.21,-448.961,1611.54
618,0,-636.544,-500.82,1536.92,-786.168,-296.48,1444.61,-683.944,-397.896,1410.3,-975.442,-394.16,1594.38,-911.87,-323.486,1520.34,-1011.42,-388.543,1638.29,-975.045,-442.169,1616.32
619,0,-641.367,-493.197,1535.82,-789.403,-287.147,1448.64,-688.573,-388.469,1410.62,-976.763,-386.539,1599.2,-913.845,-314.161,1525.52,-1010.58,-380.06,1644.05,-976.285,-435.224,1619.62
620,0,-645.948,-488.035,1533.6,-792.057,-277.543,1451.74,-693.087,-379.385,1410.49,-978.018,-379.055,1602.81,-915.923,-305.953,1529.73,-1011.02,-373.357,1648.14,-977.471,-428.752,1622.58
621,0,-650.605,-481.342,1531.09,-794.825,-268.336,1453.97,-697.466,-370.143,1410.07,-979.045,-371.877,1605.19,-918.163,-298.251,1532.6,-1011.92,-365.839,1650.91,-978.519,-421.483,1624.32
622,0,-655.018,-475.181,1527.74,-797.562,-259.034,1455.16,-701.333,-360.879,1409.07,-980.371,-364.207,1606.44,-920.003,-290.351,1534.36,-1013.7,-361.692,1652.14,-979.696,-414.006,1624.91
623,0,-659.619,-468.937,1523.32,-799.805,-250.396,1455.06,-705.132,-352.068,1407.36,-981.94,-356.444,1606.55,-921.791,-281.202,1535.44,-1013.46,-351.962,1653.25,-981.139,-406.155,1624.02
624,0,-664.301,-463.161,1518.1,-802.079,-241.759,1453.95,-708.52,-343.341,1405,-983.57,-348.758,1605.42,-923.58,-274.018,1534.17,-1014.42,-344.906,1652.42,-982.782,-398.933,1622.14
625,0,-668.762,-457.335,1512.34,-803.927,-233.996,1451.78,-711.42,-334.71,1401.85,-985.173,-341.191,1602.74,-925.066,-265.681,1532.58,-1015.44,-337.349,1650.24,-984.613,-391.514,1618.78
626,0,-673.347,-450.765,1505.49,-805.537,-226.474,1448.43,-713.88,-326.865,1397.36,-986.991,-333.45,1598.86,-926.435,-257.409,1529.58,-1016.6,-329.737,1646.56,-986.937,-383.804,1614.01
627,0,-677.964,-445.722,1497.83,-806.763,-219.406,1444.17,-716.3,-319.82,1391.61,-988.971,-325.051,1593.63,-927.751,-249.311,1525.32,-1018.06,-321.819,1641.44,-989.448,-376.162,1608.37
628,0,-682.256,-440.986,1489.26,-807.919,-212.852,1438.43,-718.597,-313.571,1384.81,-991.261,-317.009,1587.48,-929.077,-242.065,1519.46,-1020.05,-313.778,1635.24,-992.48,-367.601,1601.51
629,0,-686.188,-435.582,1480.31,-808.83,-206.464,1431.73,-720.672,-307.433,1377.06,-993.772,-308.734,1580.06,-929.28,-233.132,1513.23,-1022.42,-305.227,1627.75,-995.689,-359.643,1593.95
630,0,-689.711,-430.695,1470.58,-809.525,-199.789,1423.87,-722.636,-301.457,1368.43,-996.334,-300.721,1571.34,-930.849,-225.589,1504.81,-1025.15,-296.498,1619.1,-999.064,-351.346,1585.19
631,0,-693.115,-425.489,1460.51,-810.424,-193.9,1414.46,-724.638,-295.949,1358.71,-999.299,-291.798,1561.34,-933.294,-218.655,1494.59,-1028.21,-287.878,1608.85,-1002.79,-342.644,1575.61
632,0,-696.224,-420.24,1450.04,-811.649,-187.69,1403.98,-726.427,-290.204,1348.38,-1002.57,-282.769,1550.4,-934.42,-210.136,1484.18,-1031.74,-278.851,1597.69,-1006.62,-334.013,1564.63
633,0,-699.518,-416.288,1439.07,-812.542,-181.781,1392.79,-728.291,-284.352,1337.57,-1005.97,-274.42,1537.87,-936.578,-202.485,1471.81,-1035.45,-269.417,1585.19,-1010.61,-325.324,1552.4
634,0,-702.907,-412.109,1427.61,-813.931,-175.568,1380.23,-730.073,-278.917,1325.99,-1009.72,-266.642,1523.73,-938.879,-194.877,1458.35,-1039.45,-260.583,1571.26,-1015.03,-316.189,1539.08
635,0,-705.915,-407.202,1416.22,-815.093,-169.585,1367,-731.495,-273.436,1314.31,-1013.81,-257.673,1508.86,-941.323,-187.517,1443.75,-1044.08,-250.889,1555.82,-1019.48,-307.347,1524.22
636,0,-708.859,-401.76,1405.52,-816.303,-163.891,1352.89,-732.573,-267.505,1302.52,-1018.22,-248.495,1492.36,-943.905,-180.153,1427.82,-1048.83,-241.594,1539.15,-1024.55,-298.319,1508.1
637,0,-711.841,-397.205,1394.59,-817.522,-158.426,1338.09,-733.261,-261.632,1290.71,-1022.87,-239.746,1474.77,-946.676,-172.763,1410.92,-1053.96,-232.187,1520.81,-1029.96,-288.955,1490.57
638,0,-714.751,-393.121,1384.09,-818.709,-153.178,1322.61,-735.677,-260.748,1277.13,-1027.75,-231.026,1455.79,-949.74,-165.446,1392.66,-1059.5,-222.386,1500.95,-1035.88,-279.892,1471.8
639,0,-717.606,-388.063,1374.35,-819.787,-148.168,1306.56,-736.481,-256.381,1264.76,-1033.07,-222.394,1435.23,-952.899,-158.594,1373.33,-1065.23,-212.958,1479.4,-1041.61,-270.848,1451.54
640,0,-720.502,-382.78,1365.09,-820.557,-143.458,1290.37,-737.266,-252.365,1252.45,-1038.99,-214.6,1413.05,-956.018,-151.761,1353.04,-1071.37,-203.495,1456.38,-1048,-262.267,1430.34
641,0,-723.51,-378.04,1355.91,-820.993,-139.01,1273.94,-737.686,-248.532,1240.09,-1044.78,-206.408,1389.35,-959.245,-145.099,1331.66,-1077.87,-194.245,1431.58,-1054.23,-253.662,1406.69
642,0,-726.835,-373.711,1347.25,-821.437,-135.184,1257.65,-738.074,-245.387,1227.87,-1050.77,-198.698,1364.37,-962.335,-139.132,1309.56,-1084.58,-185.327,1405.06,-1060.51,-245.414,1381.99
643,0,-730.206,-369.295,1339.07,-821.748,-131.603,1241.43,-738.181,-242.365,1215.99,-1056.22,-191.081,1338.1,-966.4,-135.262,1285.44,-1091.38,-177.141,1376.61,-1066.51,-237.672,1355.48
644,0,-733.899,-365.207,1331.03,-821.921,-128.197,1225.06,-738.03,-239.61,1204.51,-1061.98,-184.093,1310.03,-968.286,-128.51,1262.46,-1098.21,-170.065,1346.73,-1073.16,-231.052,1327.28
645,0,-737.698,-360.96,1323.35,-822.325,-125.064,1208.5,-737.735,-236.992,1193.68,-1066.9,-178.216,1280.65,-970.882,-123.746,1237.49,-1104.98,-163.534,1315.2,-1078.73,-223.906,1297.75
646,0,-741.783,-357.043,1316.26,-822.544,-122.281,1191.77,-737.617,-234.861,1183.21,-1071.75,-172.779,1249.93,-972.945,-119.647,1211.39,-1111.61,-157.394,1282.16,-1084.51,-218.586,1266.53
647,0,-745.136,-349.962,1310.38,-821.85,-118.302,1175.2,-737.539,-232.242,1173.19,-1075.78,-168.113,1217.86,-974.418,-115.992,1184.46,-1117.53,-152.096,1247.5,-1089.49,-213.514,1234.51
648,0,-749.244,-345.895,1303.61,-822.974,-117.826,1157.58,-737.765,-229.903,1163.24,-1078.88,-164.173,1184.78,-975.313,-113.3,1157.02,-1122.73,-147.638,1211.02,-1093.61,-209.117,1201.26
649,0,-752.872,-341.516,1296.52,-823.136,-116.71,1140.76,-737.898,-227.487,1153.45,-1081.26,-160.938,1150.31,-975.123,-110.949,1129.37,-1126.5,-144.186,1173,-1096.6,-205.498,1167.1
650,0,-756.782,-337.387,1289.62,-823.274,-115.884,1124.4,-737.933,-224.962,1143.88,-1082.08,-158.676,1114.67,-975.612,-113.484,1099.2,-1128.99,-141.613,1133.41,-1098.57,-202.708,1131.48
651,0,-760.368,-332.713,1283.18,-823.793,-116.405,1108.37,-738.048,-222.42,1134.78,-1081.71,-157.664,1078.36,-973.959,-113.771,1071.29,-1129.76,-140.015,1092.69,-1098.8,-201.326,1094.61
